Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,015590,2014,08,21.0,Y
IDCJAC0002,015590,2014,09,29.8,Y
IDCJAC0002,015590,2014,10,34.2,Y
IDCJAC0002,015590,2014,11,36.0,Y
IDCJAC0002,015590,2014,12,37.0,Y
IDCJAC0002,015590,2015,01,32.6,Y
IDCJAC0002,015590,2015,02,37.4,Y
IDCJAC0002,015590,2015,03,34.5,Y
IDCJAC0002,015590,2015,04,26.1,Y
IDCJAC0002,015590,2015,05,23.0,Y
IDCJAC0002,015590,2015,06,21.1,Y
IDCJAC0002,015590,2015,07,19.6,Y
IDCJAC0002,015590,2015,08,23.2,Y
IDCJAC0002,015590,2015,09,26.2,Y
IDCJAC0002,015590,2015,10,35.4,Y
IDCJAC0002,015590,2015,11,36.8,Y
IDCJAC0002,015590,2015,12,34.6,Y
IDCJAC0002,015590,2016,01,34.9,Y
IDCJAC0002,015590,2016,02,37.2,Y
IDCJAC0002,015590,2016,03,35.1,Y
IDCJAC0002,015590,2016,04,31.9,Y
IDCJAC0002,015590,2016,05,25.4,Y
IDCJAC0002,015590,2016,06,20.7,Y
IDCJAC0002,015590,2016,07,20.8,Y
IDCJAC0002,015590,2016,08,22.6,Y
IDCJAC0002,015590,2016,09,24.9,Y
IDCJAC0002,015590,2016,10,30.5,Y
IDCJAC0002,015590,2016,11,35.4,Y
IDCJAC0002,015590,2016,12,34.0,Y
IDCJAC0002,015590,2017,01,35.6,Y
IDCJAC0002,015590,2017,02,37.3,Y
IDCJAC0002,015590,2017,03,36.9,Y
IDCJAC0002,015590,2017,04,28.7,Y
IDCJAC0002,015590,2017,05,26.0,Y
IDCJAC0002,015590,2017,06,20.8,Y
IDCJAC0002,015590,2017,07,23.9,Y
IDCJAC0002,015590,2017,08,25.3,Y
IDCJAC0002,015590,2017,09,29.7,Y
IDCJAC0002,015590,2017,10,32.6,Y
IDCJAC0002,015590,2017,11,33.9,Y
IDCJAC0002,015590,2017,12,37.2,Y
IDCJAC0002,015590,2018,01,38.9,Y
IDCJAC0002,015590,2018,02,38.6,Y
IDCJAC0002,015590,2018,03,33.3,Y
IDCJAC0002,015590,2018,04,32.6,Y
IDCJAC0002,015590,2018,05,23.5,Y
IDCJAC0002,015590,2018,06,21.1,Y
IDCJAC0002,015590,2018,07,23.1,Y
IDCJAC0002,015590,2018,08,23.8,Y
IDCJAC0002,015590,2018,09,27.7,Y
IDCJAC0002,015590,2018,10,33.9,Y
IDCJAC0002,015590,2018,11,33.7,Y
IDCJAC0002,015590,2018,12,39.0,Y
